,0
Annualized_Mean,1.6733653951524423
Annualized_Std,0.2204385714220325
Sharpe,7.591073487537544
Excess_Annualized_Mean,1.8370337355725939
Excess_Annualized_Std,0.2936467810005204
Excess_sharpe,6.255930098444833
MaxDrawDown,0.05783346218552809
LongCounts,14563.0
MeanLongTime,1.9364142003708027
PerLongReturn,5.179623085553414e-05
ShortCounts,14555.0
MeanShortTime,1.8517347990381312
PerShortReturn,5.957011757772441e-05
PnL,1.0463802438754644
WinRate,0.5170684799780205
