,0
Annualized_Mean,0.3750287951750518
Annualized_Std,0.21229359795601188
Sharpe,1.7665572527192237
Excess_Annualized_Mean,0.5409893031513532
Excess_Annualized_Std,0.28353824735808414
Excess_sharpe,1.907994100239079
MaxDrawDown,0.14418660463066224
LongCounts,13037.0
MeanLongTime,2.492981514152029
PerLongReturn,8.318346359038087e-06
ShortCounts,13037.0
MeanShortTime,2.000843752397024
PerShortReturn,1.961267551103128e-05
PnL,0.7431429809298764
WinRate,0.5730612871059293
