,open_time,exit_time,direction,holding_time,returns,open_time_stamp,exit_time_stamp
63,163,170.0,1.0,7.0,-0.0009638554963064053,2021-11-01 13:42:00,2021-11-01 13:49:00
64,170,171.0,-1.0,1.0,0.0002269246052740342,2021-11-01 13:49:00,2021-11-01 13:50:00
65,171,172.0,1.0,1.0,0.0004537977274541495,2021-11-01 13:50:00,2021-11-01 13:51:00
66,172,174.0,-1.0,2.0,-0.00011341726222877557,2021-11-01 13:51:00,2021-11-01 13:53:00
67,174,180.0,1.0,6.0,-0.0016458106493009337,2021-11-01 13:53:00,2021-11-01 13:59:00
68,180,181.0,-1.0,1.0,-0.00017038193992656046,2021-11-01 13:59:00,2021-11-01 14:00:00
69,181,182.0,1.0,1.0,0.00045420996636220577,2021-11-01 14:00:00,2021-11-01 14:01:00
70,182,185.0,-1.0,3.0,-2.838127403730253e-05,2021-11-01 14:01:00,2021-11-01 14:04:00
71,185,187.0,1.0,2.0,0.0004256224792918316,2021-11-01 14:04:00,2021-11-01 14:06:00
72,187,189.0,-1.0,2.0,0.0006810829481739672,2021-11-01 14:06:00,2021-11-01 14:08:00
73,189,193.0,1.0,4.0,0.00022707919484455085,2021-11-01 14:08:00,2021-11-01 14:12:00
74,193,196.0,-1.0,3.0,-0.00014189831590519117,2021-11-01 14:12:00,2021-11-01 14:15:00
75,196,197.0,1.0,1.0,0.00031210543742393244,2021-11-01 14:15:00,2021-11-01 14:16:00
76,197,199.0,-1.0,2.0,5.6739198290253093e-05,2021-11-01 14:16:00,2021-11-01 14:18:00
77,199,200.0,1.0,1.0,0.0001985731110164793,2021-11-01 14:18:00,2021-11-01 14:19:00
78,200,202.0,-1.0,2.0,-0.0001418137987201488,2021-11-01 14:19:00,2021-11-01 14:21:00
79,202,204.0,1.0,2.0,-8.508586587094267e-05,2021-11-01 14:21:00,2021-11-01 14:23:00
80,204,209.0,-1.0,5.0,-0.0007088277703607539,2021-11-01 14:23:00,2021-11-01 14:28:00
81,209,211.0,1.0,2.0,0.00011336583165988137,2021-11-01 14:28:00,2021-11-01 14:30:00
82,211,213.0,-1.0,2.0,0.0013896177951894248,2021-11-01 14:30:00,2021-11-01 14:32:00
83,213,217.0,1.0,4.0,-0.00048256384262441364,2021-11-01 14:32:00,2021-11-01 14:36:00
84,217,218.0,-1.0,1.0,5.678752947381759e-05,2021-11-01 14:36:00,2021-11-01 14:37:00
85,218,220.0,1.0,2.0,8.518008494769313e-05,2021-11-01 14:37:00,2021-11-01 14:39:00
86,220,223.0,-1.0,3.0,0.00014197083942817746,2021-11-01 14:39:00,2021-11-01 14:42:00
87,223,225.0,1.0,2.0,-5.6793979853304604e-05,2021-11-01 14:42:00,2021-11-01 14:44:00
88,225,227.0,-1.0,2.0,-0.0003407155058513996,2021-11-01 14:44:00,2021-11-01 14:46:00
89,227,228.0,1.0,1.0,0.00014193053943243152,2021-11-01 14:46:00,2021-11-01 14:47:00
90,228,230.0,-1.0,2.0,0.0003690613109499035,2021-11-01 14:47:00,2021-11-01 14:49:00
91,230,231.0,1.0,1.0,2.839416783984671e-05,2021-11-01 14:49:00,2021-11-01 14:50:00
92,231,232.0,-1.0,1.0,0.0003975917353294453,2021-11-01 14:50:00,2021-11-01 14:51:00
93,232,234.0,1.0,2.0,-5.6811725955477056e-05,2021-11-01 14:51:00,2021-11-01 14:53:00
94,234,236.0,-1.0,2.0,-0.00034082195223264944,2021-11-01 14:53:00,2021-11-01 14:55:00
95,236,240.0,1.0,4.0,8.518734121286769e-05,2021-11-01 14:55:00,2021-11-01 14:59:00
96,240,241.0,-1.0,1.0,0.00014198293388986892,2021-11-01 14:59:00,2021-11-01 15:00:00
97,241,242.0,1.0,1.0,0.00031233584875620807,2021-11-01 15:00:00,2021-11-02 09:30:00
98,242,243.0,-1.0,1.0,-2.8389331291276058e-05,2021-11-02 09:30:00,2021-11-02 09:31:00
99,243,244.0,1.0,1.0,0.0020419167073123666,2021-11-02 09:31:00,2021-11-02 09:32:00
100,244,246.0,-1.0,2.0,-0.0002266224762539228,2021-11-02 09:32:00,2021-11-02 09:34:00
101,246,247.0,1.0,1.0,0.0002548889122963965,2021-11-02 09:34:00,2021-11-02 09:35:00
102,247,251.0,-1.0,4.0,-0.001216906660622394,2021-11-02 09:35:00,2021-11-02 09:39:00
103,251,255.0,1.0,4.0,-0.0007639311701750365,2021-11-02 09:39:00,2021-11-02 09:43:00
104,255,256.0,-1.0,1.0,-2.8304156467311735e-05,2021-11-02 09:43:00,2021-11-02 09:44:00
105,256,259.0,1.0,3.0,0.00014150876670411522,2021-11-02 09:44:00,2021-11-02 09:47:00
106,259,267.0,-1.0,8.0,-0.003503026351836374,2021-11-02 09:47:00,2021-11-02 09:55:00
107,267,268.0,1.0,1.0,-0.0002256317699103088,2021-11-02 09:55:00,2021-11-02 09:56:00
108,268,269.0,-1.0,1.0,0.00047963661393223445,2021-11-02 09:56:00,2021-11-02 09:57:00
109,269,271.0,1.0,2.0,0.00019752529093360893,2021-11-02 09:57:00,2021-11-02 09:59:00
110,271,273.0,-1.0,2.0,-0.0004513399230356521,2021-11-02 09:59:00,2021-11-02 10:01:00
111,273,276.0,1.0,3.0,-0.0004231252090603329,2021-11-02 10:01:00,2021-11-02 10:04:00
112,276,278.0,-1.0,2.0,0.0006209076740460817,2021-11-02 10:04:00,2021-11-02 10:06:00
113,278,279.0,1.0,1.0,-0.00025411884427975717,2021-11-02 10:06:00,2021-11-02 10:07:00
114,279,280.0,-1.0,1.0,0.0002824300298380139,2021-11-02 10:07:00,2021-11-02 10:08:00
115,280,283.0,1.0,3.0,-8.474456580532424e-05,2021-11-02 10:08:00,2021-11-02 10:11:00
116,283,284.0,-1.0,1.0,0.0003673094623482428,2021-11-02 10:11:00,2021-11-02 10:12:00
117,284,286.0,1.0,2.0,-0.00025437022309764715,2021-11-02 10:12:00,2021-11-02 10:14:00
118,286,287.0,-1.0,1.0,0.00022616119735663457,2021-11-02 10:14:00,2021-11-02 10:15:00
119,287,289.0,1.0,2.0,-0.0005373379277749619,2021-11-02 10:15:00,2021-11-02 10:17:00
120,289,290.0,-1.0,1.0,0.0005942359291431917,2021-11-02 10:17:00,2021-11-02 10:18:00
121,290,293.0,1.0,3.0,-0.00022646850769130272,2021-11-02 10:18:00,2021-11-02 10:21:00
122,293,294.0,-1.0,1.0,0.00039644334211247194,2021-11-02 10:21:00,2021-11-02 10:22:00
123,294,295.0,1.0,1.0,0.0007078243192509448,2021-11-02 10:22:00,2021-11-02 10:23:00
124,295,298.0,-1.0,3.0,-0.00039616288471956506,2021-11-02 10:23:00,2021-11-02 10:26:00
125,298,300.0,1.0,2.0,0.00011316057497639742,2021-11-02 10:26:00,2021-11-02 10:28:00
126,300,301.0,-1.0,1.0,-0.0002545644839724435,2021-11-02 10:28:00,2021-11-02 10:29:00
127,301,308.0,1.0,7.0,-0.0021800379523402324,2021-11-02 10:29:00,2021-11-02 10:36:00
128,308,312.0,-1.0,4.0,0.0011343657276751706,2021-11-02 10:36:00,2021-11-02 10:40:00
129,312,314.0,1.0,2.0,-0.00039733220332569056,2021-11-02 10:40:00,2021-11-02 10:42:00
130,314,316.0,-1.0,2.0,0.0004542873445534583,2021-11-02 10:42:00,2021-11-02 10:44:00
131,316,318.0,1.0,2.0,0.0011636984212540131,2021-11-02 10:44:00,2021-11-02 10:46:00
132,318,319.0,-1.0,1.0,0.0005107252409277149,2021-11-02 10:46:00,2021-11-02 10:47:00
133,319,321.0,1.0,2.0,0.0009644843593456033,2021-11-02 10:47:00,2021-11-02 10:49:00
134,321,323.0,-1.0,2.0,0.0016742579713703836,2021-11-02 10:49:00,2021-11-02 10:51:00
135,323,325.0,1.0,2.0,0.00028396990109883023,2021-11-02 10:51:00,2021-11-02 10:53:00
136,325,326.0,-1.0,1.0,-0.00011356538539258543,2021-11-02 10:53:00,2021-11-02 10:54:00
137,326,327.0,1.0,1.0,0.0007378608048249748,2021-11-02 10:54:00,2021-11-02 10:55:00
138,327,329.0,-1.0,2.0,5.6739198290253093e-05,2021-11-02 10:55:00,2021-11-02 10:57:00
139,329,330.0,1.0,1.0,0.0009074410786032437,2021-11-02 10:57:00,2021-11-02 10:58:00
140,330,332.0,-1.0,2.0,0.0009641834964128342,2021-11-02 10:58:00,2021-11-02 11:00:00
141,332,333.0,1.0,1.0,0.0006523434961539103,2021-11-02 11:00:00,2021-11-02 11:01:00
142,333,334.0,-1.0,1.0,-0.0003401842697582626,2021-11-02 11:01:00,2021-11-02 11:02:00
143,334,335.0,1.0,1.0,-0.00017007766921219375,2021-11-02 11:02:00,2021-11-02 11:03:00
144,335,336.0,-1.0,1.0,0.000510406635024621,2021-11-02 11:03:00,2021-11-02 11:04:00
145,336,338.0,1.0,2.0,0.0002552358818784807,2021-11-02 11:04:00,2021-11-02 11:06:00
146,338,340.0,-1.0,2.0,-2.8355521530710628e-05,2021-11-02 11:06:00,2021-11-02 11:08:00
147,340,342.0,1.0,2.0,-0.0011916247225185576,2021-11-02 11:08:00,2021-11-02 11:10:00
148,342,343.0,-1.0,1.0,-0.00014193456840232645,2021-11-02 11:10:00,2021-11-02 11:11:00
149,343,345.0,1.0,2.0,-0.0001419345684024375,2021-11-02 11:11:00,2021-11-02 11:13:00
150,345,346.0,-1.0,1.0,0.0005395351609633391,2021-11-02 11:13:00,2021-11-02 11:14:00
151,346,352.0,1.0,6.0,-0.002673570237847582,2021-11-02 11:14:00,2021-11-02 11:20:00
152,352,354.0,-1.0,2.0,0.00014241159824122222,2021-11-02 11:20:00,2021-11-02 11:22:00
153,354,356.0,1.0,2.0,0.00037022797922424416,2021-11-02 11:22:00,2021-11-02 11:24:00
154,356,359.0,-1.0,3.0,-0.000996086884208684,2021-11-02 11:24:00,2021-11-02 11:27:00
155,359,360.0,1.0,1.0,0.00017065817209630703,2021-11-02 11:27:00,2021-11-02 11:28:00
156,360,362.0,-1.0,2.0,0.00045515319535228586,2021-11-02 11:28:00,2021-11-02 11:30:00
157,362,363.0,1.0,1.0,0.0013080074658322798,2021-11-02 11:30:00,2021-11-02 13:00:00
158,363,365.0,-1.0,2.0,0.0009097370918833076,2021-11-02 13:00:00,2021-11-02 13:02:00
159,365,372.0,1.0,7.0,-0.003105017521218785,2021-11-02 13:02:00,2021-11-02 13:09:00
160,372,373.0,-1.0,1.0,0.0003424266669688382,2021-11-02 13:09:00,2021-11-02 13:10:00
161,373,376.0,1.0,3.0,-0.0010851253242167207,2021-11-02 13:10:00,2021-11-02 13:13:00
162,376,378.0,-1.0,2.0,-5.714122455203522e-05,2021-11-02 13:13:00,2021-11-02 13:15:00
163,378,384.0,1.0,6.0,-0.0022309307654042334,2021-11-02 13:15:00,2021-11-02 13:21:00
164,384,386.0,-1.0,2.0,-0.00020041514632956686,2021-11-02 13:21:00,2021-11-02 13:23:00
165,386,393.0,1.0,7.0,-0.003010452837699977,2021-11-02 13:23:00,2021-11-02 13:30:00
166,393,397.0,-1.0,4.0,0.00048826022367280415,2021-11-02 13:30:00,2021-11-02 13:34:00
167,397,399.0,1.0,2.0,0.0014640660583567823,2021-11-02 13:34:00,2021-11-02 13:36:00
168,399,404.0,-1.0,5.0,-0.0001434205810991482,2021-11-02 13:36:00,2021-11-02 13:41:00
169,404,407.0,1.0,3.0,0.001518994889608507,2021-11-02 13:41:00,2021-11-02 13:44:00
170,407,408.0,-1.0,1.0,0.0007448789916106243,2021-11-02 13:44:00,2021-11-02 13:45:00
171,408,413.0,1.0,5.0,-0.0016636552613786687,2021-11-02 13:45:00,2021-11-02 13:50:00
172,413,414.0,-1.0,1.0,0.00020097328558486862,2021-11-02 13:50:00,2021-11-02 13:51:00
173,414,416.0,1.0,2.0,0.0004019061890238151,2021-11-02 13:51:00,2021-11-02 13:53:00
174,416,417.0,-1.0,1.0,0.0005742011584368758,2021-11-02 13:53:00,2021-11-02 13:54:00
175,417,424.0,1.0,7.0,-0.002271323374863903,2021-11-02 13:54:00,2021-11-02 14:01:00
176,424,426.0,-1.0,2.0,0.0025073143097835457,2021-11-02 14:01:00,2021-11-02 14:03:00
177,426,429.0,1.0,3.0,0.0001442689175120337,2021-11-02 14:03:00,2021-11-02 14:06:00
178,429,434.0,-1.0,5.0,-0.0011822206939143523,2021-11-02 14:06:00,2021-11-02 14:11:00
179,434,436.0,1.0,2.0,0.00040336522386272066,2021-11-02 14:11:00,2021-11-02 14:13:00
180,436,437.0,-1.0,1.0,-2.8805576761613197e-05,2021-11-02 14:13:00,2021-11-02 14:14:00
181,437,440.0,1.0,3.0,0.0008925615668210877,2021-11-02 14:14:00,2021-11-02 14:17:00
182,440,445.0,-1.0,5.0,-0.003906367167694312,2021-11-02 14:17:00,2021-11-02 14:22:00
183,445,448.0,1.0,3.0,2.8666848225407193e-05,2021-11-02 14:22:00,2021-11-02 14:25:00
184,448,450.0,-1.0,2.0,8.600301015842203e-05,2021-11-02 14:25:00,2021-11-02 14:27:00
185,450,453.0,1.0,3.0,-0.0004014452081211902,2021-11-02 14:27:00,2021-11-02 14:30:00
186,453,456.0,-1.0,3.0,0.00034422420809748945,2021-11-02 14:30:00,2021-11-02 14:33:00
187,456,457.0,1.0,1.0,0.0004589392846522474,2021-11-02 14:33:00,2021-11-02 14:34:00
188,457,460.0,-1.0,3.0,-0.001375555454036976,2021-11-02 14:34:00,2021-11-02 14:37:00
189,460,463.0,1.0,3.0,-2.8638114468420754e-05,2021-11-02 14:37:00,2021-11-02 14:40:00
190,463,464.0,-1.0,1.0,0.0008022003638998439,2021-11-02 14:40:00,2021-11-02 14:41:00
191,464,468.0,1.0,4.0,-0.00014331780748289756,2021-11-02 14:41:00,2021-11-02 14:45:00
192,468,472.0,-1.0,4.0,-0.0010600657087358207,2021-11-02 14:45:00,2021-11-02 14:49:00
193,472,476.0,1.0,4.0,0.000772852867253364,2021-11-02 14:49:00,2021-11-02 14:53:00
194,476,479.0,-1.0,3.0,0.00011445903809695923,2021-11-02 14:53:00,2021-11-02 14:56:00
195,479,481.0,1.0,2.0,0.0004005493301434785,2021-11-02 14:56:00,2021-11-02 14:58:00
196,481,483.0,-1.0,2.0,0.0016891170508546644,2021-11-02 14:58:00,2021-11-02 15:00:00
197,483,484.0,1.0,1.0,0.0014602513654040253,2021-11-02 15:00:00,2021-11-03 09:30:00
198,484,489.0,-1.0,5.0,-0.0019151344303395528,2021-11-03 09:30:00,2021-11-03 09:35:00
199,489,493.0,1.0,4.0,-0.0004570122901596439,2021-11-03 09:35:00,2021-11-03 09:39:00
200,493,500.0,-1.0,7.0,-0.0025679815521716678,2021-11-03 09:39:00,2021-11-03 09:46:00
201,500,501.0,1.0,1.0,0.0002849246393609146,2021-11-03 09:46:00,2021-11-03 09:47:00
202,501,504.0,-1.0,3.0,0.001197229412410218,2021-11-03 09:47:00,2021-11-03 09:50:00
203,504,511.0,1.0,7.0,-0.0023701768738247915,2021-11-03 09:50:00,2021-11-03 09:57:00
204,511,512.0,-1.0,1.0,0.0013160155243731497,2021-11-03 09:57:00,2021-11-03 09:58:00
205,512,514.0,1.0,2.0,0.0006868328690576213,2021-11-03 09:58:00,2021-11-03 10:00:00
206,514,515.0,-1.0,1.0,0.0011449836659499528,2021-11-03 10:00:00,2021-11-03 10:01:00
207,515,517.0,1.0,2.0,0.00037226350958941457,2021-11-03 10:01:00,2021-11-03 10:03:00
208,517,519.0,-1.0,2.0,0.0014038709025643407,2021-11-03 10:03:00,2021-11-03 10:05:00
209,519,520.0,1.0,1.0,0.001146164772027309,2021-11-03 10:05:00,2021-11-03 10:06:00
210,520,523.0,-1.0,3.0,-0.000343593417840087,2021-11-03 10:06:00,2021-11-03 10:09:00
211,523,526.0,1.0,3.0,-0.0003435934178398649,2021-11-03 10:09:00,2021-11-03 10:12:00
212,526,527.0,-1.0,1.0,0.0003723594744061329,2021-11-03 10:12:00,2021-11-03 10:13:00
213,527,528.0,1.0,1.0,0.0007445803488414974,2021-11-03 10:13:00,2021-11-03 10:14:00
214,528,530.0,-1.0,2.0,-0.0001717475315514462,2021-11-03 10:14:00,2021-11-03 10:16:00
215,530,532.0,1.0,2.0,0.0003720184907476752,2021-11-03 10:16:00,2021-11-03 10:18:00
216,532,538.0,-1.0,6.0,-0.0037410978478030705,2021-11-03 10:18:00,2021-11-03 10:24:00
217,538,539.0,1.0,1.0,0.00042747831198563987,2021-11-03 10:24:00,2021-11-03 10:25:00
218,539,541.0,-1.0,2.0,-0.0004842546134428796,2021-11-03 10:25:00,2021-11-03 10:27:00
219,541,546.0,1.0,5.0,-0.0006837217518932663,2021-11-03 10:27:00,2021-11-03 10:32:00
220,546,548.0,-1.0,2.0,-0.0005128351347475079,2021-11-03 10:32:00,2021-11-03 10:34:00
221,548,549.0,1.0,1.0,-0.00014242782494074455,2021-11-03 10:34:00,2021-11-03 10:35:00
222,549,555.0,-1.0,6.0,-0.0037533098740553657,2021-11-03 10:35:00,2021-11-03 10:41:00
223,555,556.0,1.0,1.0,-0.0010506439709666185,2021-11-03 10:41:00,2021-11-03 10:42:00
224,556,557.0,-1.0,1.0,-2.841030157713738e-05,2021-11-03 10:42:00,2021-11-03 10:43:00
225,557,559.0,1.0,2.0,0.0002272533600666284,2021-11-03 10:43:00,2021-11-03 10:45:00
226,559,560.0,-1.0,1.0,0.001335853652686929,2021-11-03 10:45:00,2021-11-03 10:46:00
227,560,562.0,1.0,2.0,-0.0007397502257848646,2021-11-03 10:46:00,2021-11-03 10:48:00
228,562,563.0,-1.0,1.0,0.00045550305405228414,2021-11-03 10:48:00,2021-11-03 10:49:00
229,563,566.0,1.0,3.0,-0.000256311676400065,2021-11-03 10:49:00,2021-11-03 10:52:00
230,566,567.0,-1.0,1.0,0.000712321771603801,2021-11-03 10:52:00,2021-11-03 10:53:00
231,567,573.0,1.0,6.0,-0.0009125128955311974,2021-11-03 10:53:00,2021-11-03 10:59:00
232,573,576.0,-1.0,3.0,-0.0007414801423420467,2021-11-03 10:59:00,2021-11-03 11:02:00
233,576,577.0,1.0,1.0,0.0009118368443947404,2021-11-03 11:02:00,2021-11-03 11:03:00
234,577,579.0,-1.0,2.0,0.0008263168112750568,2021-11-03 11:03:00,2021-11-03 11:05:00
235,579,581.0,1.0,2.0,-0.000741416710135007,2021-11-03 11:05:00,2021-11-03 11:07:00
236,581,582.0,-1.0,1.0,0.00011411291485316388,2021-11-03 11:07:00,2021-11-03 11:08:00
237,582,586.0,1.0,4.0,-0.0005422142449808382,2021-11-03 11:08:00,2021-11-03 11:12:00
238,586,588.0,-1.0,2.0,2.854573740960568e-05,2021-11-03 11:12:00,2021-11-03 11:14:00
239,588,590.0,1.0,2.0,0.0005707599823905955,2021-11-03 11:14:00,2021-11-03 11:16:00
240,590,593.0,-1.0,3.0,0.0004851252146224577,2021-11-03 11:16:00,2021-11-03 11:19:00
241,593,596.0,1.0,3.0,0.0001427083187103272,2021-11-03 11:19:00,2021-11-03 11:22:00
242,596,601.0,-1.0,5.0,-0.0015114574179717903,2021-11-03 11:22:00,2021-11-03 11:27:00
243,601,602.0,1.0,1.0,0.00017096452527753182,2021-11-03 11:27:00,2021-11-03 11:28:00
244,602,603.0,-1.0,1.0,-8.547130306197936e-05,2021-11-03 11:28:00,2021-11-03 11:29:00
245,603,608.0,1.0,5.0,-0.0026244488034783174,2021-11-03 11:29:00,2021-11-03 13:04:00
246,608,613.0,-1.0,5.0,-0.002595959180821532,2021-11-03 13:04:00,2021-11-03 13:09:00
247,613,614.0,1.0,1.0,0.0001424399973919578,2021-11-03 13:09:00,2021-11-03 13:10:00
248,614,615.0,-1.0,1.0,0.00048437879367966766,2021-11-03 13:10:00,2021-11-03 13:11:00
249,615,620.0,1.0,5.0,-0.00048461353020175246,2021-11-03 13:11:00,2021-11-03 13:16:00
250,620,621.0,-1.0,1.0,0.000598964664731693,2021-11-03 13:16:00,2021-11-03 13:17:00
251,621,624.0,1.0,3.0,-0.000428051658102015,2021-11-03 13:17:00,2021-11-03 13:20:00
252,624,625.0,-1.0,1.0,0.00039968026111589585,2021-11-03 13:20:00,2021-11-03 13:21:00
253,625,627.0,1.0,2.0,0.00028550220030612626,2021-11-03 13:21:00,2021-11-03 13:23:00
254,627,628.0,-1.0,1.0,0.00048540225094691495,2021-11-03 13:23:00,2021-11-03 13:24:00
255,628,634.0,1.0,6.0,-0.0014290207924992967,2021-11-03 13:24:00,2021-11-03 13:30:00
256,634,636.0,-1.0,2.0,0.0003146588123275957,2021-11-03 13:30:00,2021-11-03 13:32:00
257,636,638.0,1.0,2.0,0.001115162028497872,2021-11-03 13:32:00,2021-11-03 13:34:00
258,638,640.0,-1.0,2.0,0.0009435176751761632,2021-11-03 13:34:00,2021-11-03 13:36:00
259,640,643.0,1.0,3.0,0.0008006176620718257,2021-11-03 13:36:00,2021-11-03 13:39:00
260,643,646.0,-1.0,3.0,0.0,2021-11-03 13:39:00,2021-11-03 13:42:00
261,646,653.0,1.0,7.0,-0.001916832949906405,2021-11-03 13:42:00,2021-11-03 13:49:00
